path,width,height,category,status,rule
assets/minecraft/textures/block/item_frame_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/cracked_deepslate_bricks_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/quartz_block_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/acacia_trapdoor.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/copper_block.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/light_blue_concrete.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/honey_block_top.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/pointed_dripstone_down_tip_merge.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/purpur_pillar_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/magenta_glazed_terracotta.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/brown_mushroom.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/obsidian_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/stripped_dark_oak_log_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/pointed_dripstone_down_base.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/acacia_planks_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/cyan_wool.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/cobbled_deepslate_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/polished_blackstone_bricks.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/lime_concrete_powder_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/red_mushroom_block_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/lectern_front_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/dirt_path_top.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/nether_portal_n.png,16,512,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/grass_block_side_overlay_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/frosted_ice_0.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/diamond_ore_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/yellow_candle.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/cyan_concrete.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/white_glazed_terracotta_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/warped_stem_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/hopper_top_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/rail_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/cake_side.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/end_stone_bricks_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/chiseled_nether_bricks.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/netherrack.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/stripped_jungle_log.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/gold_ore_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/mangrove_trapdoor.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/dried_kelp_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/smooth_stone_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/oxidized_copper.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/chiseled_sandstone_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/cactus_bottom_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/lime_stained_glass_pane_top.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/jukebox_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/gray_concrete_powder.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/quartz_pillar_top_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/mud_bricks_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/cartography_table_side3.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/diorite_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/pink_concrete.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/oak_planks_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/acacia_log_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/acacia_door_top_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/repeating_command_block_side.png,16,64,base,below_512,512-block-item
assets/minecraft/textures/block/barrel_bottom.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/jungle_log_top.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/spruce_trapdoor_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/small_amethyst_bud_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/stripped_acacia_log_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/warped_nylium_side_s.png,16,16,pbr_map,below_512,512-block-item
